sku,season,season_universe,season_tagline,kategori,nama_blend,narrative_context,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-WIN-033,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Rugged Burrow,The Dark Passage · Seasonal collection,Java Sindoro Dark Honey 45% | Java Sindoro Medium Honey 35% | Toraja Sapan Dark Wine 20%,Dark,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Java Sindoro serta Java Sindoro serta Toraja Sapan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Wine, menghadirkan nuansa burnt caramel, aged wine, dark sugar yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Syrupy,Java Sindoro (Dark / Honey): 450g (45%) | Java Sindoro (Medium / Honey): 350g (35%) | Toraja Sapan (Dark / Wine): 200g (20%) | total: 1000g,Ideal untuk Ristretto
S-WIN-034,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Silent Stronghold,The Dark Passage · Seasonal collection,Toraja Sapan Light WetHulled 60% | Bukit Barisan Medium Honey 25% | Bali Kintamani Dark Wine 15%,Light,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Toraja Sapan serta Bukit Barisan serta Bali Kintamani dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Honey, menghadirkan nuansa maple syrup, green pepper, smoked plum yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Silky,Toraja Sapan (Light / WetHulled): 600g (60%) | Bukit Barisan (Medium / Honey): 250g (25%) | Bali Kintamani (Dark / Wine): 150g (15%) | total: 1000g,Best for V60
S-WIN-035,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Frosted Bastion,The Dark Passage · Seasonal collection,Kerinci Kayu Aro Medium Natural 55% | Toraja Sapan Medium SemiWashed 30% | Java Ijen Raung Dark WetHulled 15%,Medium,"Dari kegelapan yang menjaga bara tetap hidup, blend ini mempertemukan biji-biji dari Kerinci Kayu Aro serta Toraja Sapan serta Java Ijen Raung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan SemiWashed, menghadirkan nuansa bark, berry jam, prune yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Balanced,Kerinci Kayu Aro (Medium / Natural): 550g (55%) | Toraja Sapan (Medium / SemiWashed): 300g (30%) | Java Ijen Raung (Dark / WetHulled): 150g (15%) | total: 1000g,Best for Moka Pot
S-WIN-036,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Cracked Encampment,The Dark Passage · Seasonal collection,Java Sindoro Dark WetHulled 40% | Flores Manggarai Medium WetHulled 35% | Papua Wamena Dark Natural 25%,Dark,"Dari kegelapan yang menjaga bara tetap hidup, blend ini mempertemukan biji-biji dari Java Sindoro serta Flores Manggarai serta Papua Wamena dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Natural, menghadirkan nuansa tar, tobacco, earthy yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Full Body,Java Sindoro (Dark / WetHulled): 400g (40%) | Flores Manggarai (Medium / WetHulled): 350g (35%) | Papua Wamena (Dark / Natural): 250g (25%) | total: 1000g,Best for Espresso
S-WIN-037,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Darkened Encampment,The Dark Passage · Seasonal collection,Sembalun Rinjani Light Wine 60% | Papua Dogiyai Light Honey 25% | Java Ciwidey Medium Honey 15%,Light,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Papua Dogiyai serta Java Ciwidey dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Honey, menghadirkan nuansa dried apricot, honeysuckle, white grape yang bersih namun penuh kedalaman. Diciptakan untuk jiwa-jiwa yang memahami bahwa perjalanan terbaik dimulai dari yang paling sunyi.",Delicate,Sembalun Rinjani (Light / Wine): 600g (60%) | Papua Dogiyai (Light / Honey): 250g (25%) | Java Ciwidey (Medium / Honey): 150g (15%) | total: 1000g,Best for V60
S-WIN-038,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Silent Crossing,The Dark Passage · Seasonal collection,Gunung Halu Light Natural 70% | Bali Kintamani Dark Washed 30%,Light,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Gunung Halu serta Bali Kintamani dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Washed, menghadirkan nuansa molasses, tropical fruit, bitter chocolate yang bersih namun penuh kedalaman. Diciptakan untuk jiwa-jiwa yang memahami bahwa perjalanan terbaik dimulai dari yang paling sunyi.",Silky,Gunung Halu (Light / Natural): 700g (70%) | Bali Kintamani (Dark / Washed): 300g (30%) | total: 1000g,Best for V60
S-WIN-039,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Sealed Burrow,The Dark Passage · Seasonal collection,Toraja Sapan Light Natural 50% | Bukit Barisan Dark Washed 25% | Java Garut Dark Washed 25%,Medium,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Toraja Sapan serta Bukit Barisan serta Java Garut dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Washed, menghadirkan nuansa strawberry, blueberry, dark roast yang bersih namun penuh kedalaman. Diciptakan untuk jiwa-jiwa yang memahami bahwa perjalanan terbaik dimulai dari yang paling sunyi.",Medium Body,Toraja Sapan (Light / Natural): 500g (50%) | Bukit Barisan (Dark / Washed): 250g (25%) | Java Garut (Dark / Washed): 250g (25%) | total: 1000g,Best for Moka Pot
S-WIN-040,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Frosted Vault,The Dark Passage · Seasonal collection,Java Puntang Light SemiWashed 50% | Java Ijen Raung Dark SemiWashed 25% | Java Preanger Medium Wine 25%,Medium,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Java Puntang serta Java Ijen Raung serta Java Preanger dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Wine, menghadirkan nuansa dark caramel, roasted grain, papaya yang bersih namun penuh kedalaman. Diciptakan untuk jiwa-jiwa yang memahami bahwa perjalanan terbaik dimulai dari yang paling sunyi.",Velvety,Java Puntang (Light / SemiWashed): 500g (50%) | Java Ijen Raung (Dark / SemiWashed): 250g (25%) | Java Preanger (Medium / Wine): 250g (25%) | total: 1000g,Best for Moka Pot
S-WIN-041,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Forgotten Refuge,The Dark Passage · Seasonal collection,Sembalun Rinjani Dark Wine 45% | Semeru Medium WetHulled 35% | Solok Radjo Light SemiWashed 20%,Medium,"Dari kegelapan yang menjaga bara tetap hidup, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Semeru serta Solok Radjo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan WetHulled, menghadirkan nuansa tobacco, light caramel, oolong tea yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Velvety,Sembalun Rinjani (Dark / Wine): 450g (45%) | Semeru (Medium / WetHulled): 350g (35%) | Solok Radjo (Light / SemiWashed): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-042,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Sealed Stronghold,The Dark Passage · Seasonal collection,Java Garut Dark WetHulled 60% | Java Preanger Medium Anaerobic 40%,Dark,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Java Garut serta Java Preanger dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Anaerobic, menghadirkan nuansa fermented fruit, bark, dark tobacco yang bersih namun penuh kedalaman. Diciptakan untuk jiwa-jiwa yang memahami bahwa perjalanan terbaik dimulai dari yang paling sunyi.",Heavy Body,Java Garut (Dark / WetHulled): 600g (60%) | Java Preanger (Medium / Anaerobic): 400g (40%) | total: 1000g,Best for Espresso
S-WIN-043,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Muted Barracks,The Dark Passage · Seasonal collection,Java Garut Dark Honey 60% | Arjuno Medium Honey 25% | Java Ciwidey Medium Wine 15%,Dark,"Seperti api yang tak kunjung padam di pos terakhir, blend ini mempertemukan biji-biji dari Java Garut serta Arjuno serta Java Ciwidey dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Wine, menghadirkan nuansa port wine, balsamic, toffee yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Heavy Body,Java Garut (Dark / Honey): 600g (60%) | Arjuno (Medium / Honey): 250g (25%) | Java Ciwidey (Medium / Wine): 150g (15%) | total: 1000g,Best for Batch Brew
S-WIN-044,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Ember Redoubt,The Dark Passage · Seasonal collection,Sembalun Rinjani Dark Washed 50% | Lintong Onan Medium Washed 30% | Papua Wamena Medium Natural 20%,Dark,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Lintong Onan serta Papua Wamena dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Natural, menghadirkan nuansa bitter chocolate, dark chocolate, almond yang bersih namun penuh kedalaman. Blend yang diracik bagi mereka yang menghargai keberanian sebuah permulaan.",Full Body,Sembalun Rinjani (Dark / Washed): 500g (50%) | Lintong Onan (Medium / Washed): 300g (30%) | Papua Wamena (Medium / Natural): 200g (20%) | total: 1000g,Best for Batch Brew
S-WIN-045,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Smoldering Bastion,The Dark Passage · Seasonal collection,Solok Radjo Dark Anaerobic 60% | Java Garut Light Washed 25% | Papua Wamena Dark WetHulled 15%,Dark,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Solok Radjo serta Java Garut serta Papua Wamena dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Washed, menghadirkan nuansa peat, peach, clove yang bersih namun penuh kedalaman. Sebuah penghormatan kepada mereka yang tak takut melangkah dalam gelap.",Heavy Body,Solok Radjo (Dark / Anaerobic): 600g (60%) | Java Garut (Light / Washed): 250g (25%) | Papua Wamena (Dark / WetHulled): 150g (15%) | total: 1000g,Ideal untuk Ristretto
S-WIN-046,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Heavy Hearth,The Dark Passage · Seasonal collection,Sembalun Rinjani Light WetHulled 45% | Java Manglayang Medium Natural 35% | Java Garut Medium Natural 20%,Light,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Manglayang serta Java Garut dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Natural, menghadirkan nuansa prune, berry jam, herb yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Delicate,Sembalun Rinjani (Light / WetHulled): 450g (45%) | Java Manglayang (Medium / Natural): 350g (35%) | Java Garut (Medium / Natural): 200g (20%) | total: 1000g,Best for V60
S-WIN-047,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Shrouded Den,The Dark Passage · Seasonal collection,Lampung Robusta Premium Dark Washed 60% | Semeru Dark Honey 40%,Dark,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Semeru dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Honey, menghadirkan nuansa dark roast, bitter chocolate, toffee yang bersih namun penuh kedalaman. Blend yang diracik bagi mereka yang menghargai keberanian sebuah permulaan.",Syrupy,Lampung Robusta Premium (Dark / Washed): 600g (60%) | Semeru (Dark / Honey): 400g (40%) | total: 1000g,Cocok untuk Cold Brew
S-WIN-048,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Stormy Crossing,The Dark Passage · Seasonal collection,Java Ijen Raung Light SemiWashed 60% | Java Ijen Raung Medium Anaerobic 25% | Sidikalang Medium SemiWashed 15%,Light,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Java Ijen Raung serta Java Ijen Raung serta Sidikalang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Anaerobic, menghadirkan nuansa fermented fruit, light caramel, roasted nut yang bersih namun penuh kedalaman. Blend yang diracik bagi mereka yang menghargai keberanian sebuah permulaan.",Silky,Java Ijen Raung (Light / SemiWashed): 600g (60%) | Java Ijen Raung (Medium / Anaerobic): 250g (25%) | Sidikalang (Medium / SemiWashed): 150g (15%) | total: 1000g,Best for V60
S-WIN-049,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Faded Rampart,The Dark Passage · Seasonal collection,Bali Ulian Dark WetHulled 45% | Java Sindoro Medium WetHulled 35% | Gunung Halu Medium Washed 20%,Medium,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Bali Ulian serta Java Sindoro serta Gunung Halu dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Washed, menghadirkan nuansa peat, mushroom, caramel yang bersih namun penuh kedalaman. Sebuah penghormatan kepada mereka yang tak takut melangkah dalam gelap.",Medium Body,Bali Ulian (Dark / WetHulled): 450g (45%) | Java Sindoro (Medium / WetHulled): 350g (35%) | Gunung Halu (Medium / Washed): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
S-WIN-050,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Ancient Camp,The Dark Passage · Seasonal collection,Sembalun Rinjani Light Washed 45% | Papua Dogiyai Light Honey 35% | Toraja Sapan Dark Anaerobic 20%,Light,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Papua Dogiyai serta Toraja Sapan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Honey, menghadirkan nuansa white grape, fermented cocoa, dark rum yang bersih namun penuh kedalaman. Blend yang diracik bagi mereka yang menghargai keberanian sebuah permulaan.",Tea-like,Sembalun Rinjani (Light / Washed): 450g (45%) | Papua Dogiyai (Light / Honey): 350g (35%) | Toraja Sapan (Dark / Anaerobic): 200g (20%) | total: 1000g,Ideal for Chemex
S-WIN-051,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Forgotten Stronghold,The Dark Passage · Seasonal collection,Lintong Onan Dark Natural 70% | Bukit Barisan Light WetHulled 30%,Medium,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Lintong Onan serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan WetHulled, menghadirkan nuansa dark berry, green pepper, tar yang bersih namun penuh kedalaman. Untuk setiap ekspeditor yang pernah menemukan kehangatan di tempat yang paling dingin.",Medium Body,Lintong Onan (Dark / Natural): 700g (70%) | Bukit Barisan (Light / WetHulled): 300g (30%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-052,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Bitter Lodge,The Dark Passage · Seasonal collection,Lintong Onan Medium Honey 50% | Bali Kintamani Medium Washed 25% | Java Sindoro Dark Natural 25%,Medium,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Lintong Onan serta Bali Kintamani serta Java Sindoro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Washed, menghadirkan nuansa milk chocolate, dried apricot, brown sugar yang bersih namun penuh kedalaman. Blend yang diracik bagi mereka yang menghargai keberanian sebuah permulaan.",Balanced,Lintong Onan (Medium / Honey): 500g (50%) | Bali Kintamani (Medium / Washed): 250g (25%) | Java Sindoro (Dark / Natural): 250g (25%) | total: 1000g,Best for Moka Pot
S-WIN-053,Winter,The Dark Passage,Di mana perjalanan dimulai — dalam kegelapan yang menyimpan bara.,Seasonal Blend,Dimmed Den,The Dark Passage · Seasonal collection,Aceh Gayo Medium Anaerobic 65% | Bukit Barisan Dark Washed 35%,Medium,"Dari kegelapan yang menjaga bara tetap hidup, blend ini mempertemukan biji-biji dari Aceh Gayo serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Washed, menghadirkan nuansa dark roast, tamarind, fermented fruit yang bersih namun penuh kedalaman. Sebuah penghormatan kepada mereka yang tak takut melangkah dalam gelap.",Smooth,Aceh Gayo (Medium / Anaerobic): 650g (65%) | Bukit Barisan (Dark / Washed): 350g (35%) | total: 1000g,Cocok untuk French Press & Espresso
