sku,season,kategori,nama_blend,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-WIN-043,Winter,Seasonal Blend,Ember Winter Series,Sembalun Rinjani Dark Wine 45% | Semeru Medium WetHulled 35% | Solok Radjo Light SemiWashed 20%,Medium,"Blend musim dingin yang menghangatkan jiwa, blend comforting ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semeru dan Solok Radjo. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa tobacco, light caramel, oolong tea yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Sembalun Rinjani (Dark / Wine): 450g (45%) | Semeru (Medium / WetHulled): 350g (35%) | Solok Radjo (Light / SemiWashed): 200g (20%) | total: 1000g,Best for Moka Pot
S-WIN-044,Winter,Seasonal Blend,Celestial Winter Estate,Java Preanger Medium Anaerobic 45% | Toraja Kalosi Medium Natural 35% | Java Preanger Light Honey 20%,Medium,"Rasa tebal dan mengenyangkan, blend intense ini memadukan biji-biji terbaik dari Java Preanger dan Toraja Kalosi dan Java Preanger. Diproses dengan metode Honey & Natural, menghadirkan profil rasa tamarind, honeysuckle, cacao nib yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Java Preanger (Medium / Anaerobic): 450g (45%) | Toraja Kalosi (Medium / Natural): 350g (35%) | Java Preanger (Light / Honey): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-045,Winter,Seasonal Blend,Bronze Winter Signature,Bukit Barisan Dark Washed 60% | Java Manglayang Dark Natural 40%,Dark,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Bukit Barisan dan Java Manglayang. Diproses dengan metode Washed & Natural, menghadirkan profil rasa licorice, dark berry, smoky caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Bukit Barisan (Dark / Washed): 600g (60%) | Java Manglayang (Dark / Natural): 400g (40%) | total: 1000g,Best for Batch Brew
S-WIN-046,Winter,Seasonal Blend,Serenity Winter Select,Lintong Onan Medium Washed 40% | Papua Wamena Medium Natural 60%,Medium,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Lintong Onan dan Papua Wamena. Diproses dengan metode Washed & Natural, menghadirkan profil rasa molasses, almond, prune yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Lintong Onan (Medium / Washed): 400g (40%) | Papua Wamena (Medium / Natural): 600g (60%) | total: 1000g,Versatile for Espresso & Filter
S-WIN-047,Winter,Seasonal Blend,Elysian Winter Signature,Sembalun Rinjani Light Anaerobic 45% | Java Preanger Light Natural 35% | Sembalun Rinjani Dark Wine 20%,Light,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Java Preanger dan Sembalun Rinjani. Diproses dengan metode Wine & Natural, menghadirkan profil rasa lychee, watermelon, tropical fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Sembalun Rinjani (Light / Anaerobic): 450g (45%) | Java Preanger (Light / Natural): 350g (35%) | Sembalun Rinjani (Dark / Wine): 200g (20%) | total: 1000g,Pour Over Recommended
S-WIN-048,Winter,Seasonal Blend,Golden Winter Story,Bali Kintamani Medium Washed 40% | Dampit Malang Light Washed 60%,Light,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang. Diproses dengan metode Washed, menghadirkan profil rasa brown sugar, jasmine, hazelnut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Bali Kintamani (Medium / Washed): 400g (40%) | Dampit Malang (Light / Washed): 600g (60%) | total: 1000g,Ideal for Chemex
S-WIN-049,Winter,Seasonal Blend,Highland Winter Chapter,Java Manglayang Dark WetHulled 40% | Dampit Malang Light SemiWashed 35% | Mandheling Medium Anaerobic 25%,Medium,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Manglayang dan Dampit Malang dan Mandheling. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa fermented fruit, bark, light caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Manglayang (Dark / WetHulled): 400g (40%) | Dampit Malang (Light / SemiWashed): 350g (35%) | Mandheling (Medium / Anaerobic): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-050,Winter,Seasonal Blend,Primal Winter Chapter,Temanggung Dark SemiWashed 65% | Kerinci Kayu Aro Dark SemiWashed 35%,Dark,"Rasa tebal dan mengenyangkan, blend comforting ini memadukan biji-biji terbaik dari Temanggung dan Kerinci Kayu Aro. Diproses dengan metode SemiWashed, menghadirkan profil rasa walnut, roasted grain, dark caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Temanggung (Dark / SemiWashed): 650g (65%) | Kerinci Kayu Aro (Dark / SemiWashed): 350g (35%) | total: 1000g,Ideal untuk Ristretto
S-WIN-051,Winter,Seasonal Blend,Equator Winter Chapter,Java Ciwidey Light Natural 50% | Bali Ulian Light SemiWashed 25% | Java Preanger Dark Wine 25%,Light,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Ulian dan Java Preanger. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa watermelon, oolong tea, tropical fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Java Ciwidey (Light / Natural): 500g (50%) | Bali Ulian (Light / SemiWashed): 250g (25%) | Java Preanger (Dark / Wine): 250g (25%) | total: 1000g,Pour Over Recommended
S-WIN-052,Winter,Seasonal Blend,Velvet Winter Reserve,Wanoja Kamojang Light Washed 40% | Toraja Kalosi Light Washed 35% | Sidikalang Medium Washed 25%,Light,"Blend musim dingin yang menghangatkan jiwa, blend bold ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Toraja Kalosi dan Sidikalang. Diproses dengan metode Washed, menghadirkan profil rasa peach, jasmine, caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Light Body,Wanoja Kamojang (Light / Washed): 400g (40%) | Toraja Kalosi (Light / Washed): 350g (35%) | Sidikalang (Medium / Washed): 250g (25%) | total: 1000g,Cocok untuk AeroPress
S-WIN-053,Winter,Seasonal Blend,Horizon Winter Origin,Flores Bajawa Light Washed 45% | Gunung Halu Medium Honey 55%,Light,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Flores Bajawa dan Gunung Halu. Diproses dengan metode Washed & Honey, menghadirkan profil rasa maple syrup, green tea, toffee yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Tea-like,Flores Bajawa (Light / Washed): 450g (45%) | Gunung Halu (Medium / Honey): 550g (55%) | total: 1000g,Cocok untuk AeroPress
S-WIN-054,Winter,Seasonal Blend,Bronze Winter Chapter,Wanoja Kamojang Medium Wine 55% | Dampit Malang Medium SemiWashed 30% | Sembalun Rinjani Medium Washed 15%,Medium,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Dampit Malang dan Sembalun Rinjani. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa almond, caramel, port wine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Wanoja Kamojang (Medium / Wine): 550g (55%) | Dampit Malang (Medium / SemiWashed): 300g (30%) | Sembalun Rinjani (Medium / Washed): 150g (15%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-055,Winter,Seasonal Blend,Copper Winter Peak,Sembalun Rinjani Dark Anaerobic 40% | Sembalun Rinjani Medium Anaerobic 60%,Medium,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Sembalun Rinjani. Diproses dengan metode Anaerobic, menghadirkan profil rasa fermented cocoa, smoke, tamarind yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Sembalun Rinjani (Dark / Anaerobic): 400g (40%) | Sembalun Rinjani (Medium / Anaerobic): 600g (60%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-056,Winter,Seasonal Blend,Timeless Winter Journey,Arjuno Light WetHulled 65% | Dampit Malang Medium SemiWashed 35%,Light,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Arjuno dan Dampit Malang. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa apricot jam, green pepper, milk caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Tea-like,Arjuno (Light / WetHulled): 650g (65%) | Dampit Malang (Medium / SemiWashed): 350g (35%) | total: 1000g,Cocok untuk AeroPress
S-WIN-057,Winter,Seasonal Blend,Archipelago Winter Valley,Java Garut Light Natural 45% | Java Preanger Light Washed 35% | Semeru Medium Washed 20%,Light,"Cocok dinikmati di malam dingin, blend dark ini memadukan biji-biji terbaik dari Java Garut dan Java Preanger dan Semeru. Diproses dengan metode Washed & Natural, menghadirkan profil rasa watermelon, almond, blueberry yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Java Garut (Light / Natural): 450g (45%) | Java Preanger (Light / Washed): 350g (35%) | Semeru (Medium / Washed): 200g (20%) | total: 1000g,Cocok untuk AeroPress
S-WIN-058,Winter,Seasonal Blend,Volcano Winter Edition,Semeru Dark WetHulled 55% | Semeru Light Washed 30% | Sidikalang Light Honey 15%,Medium,"Cocok dinikmati di malam dingin, blend spiced ini memadukan biji-biji terbaik dari Semeru dan Semeru dan Sidikalang. Diproses dengan metode Washed & Honey, menghadirkan profil rasa jasmine, bark, intense earth yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Semeru (Dark / WetHulled): 550g (55%) | Semeru (Light / Washed): 300g (30%) | Sidikalang (Light / Honey): 150g (15%) | total: 1000g,Best for Moka Pot
S-WIN-059,Winter,Seasonal Blend,Velvet Winter Journey,Papua Dogiyai Light Wine 45% | Toraja Kalosi Dark SemiWashed 55%,Medium,"Rasa tebal dan mengenyangkan, blend intense ini memadukan biji-biji terbaik dari Papua Dogiyai dan Toraja Kalosi. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa blackcurrant, wine, intense spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Papua Dogiyai (Light / Wine): 450g (45%) | Toraja Kalosi (Dark / SemiWashed): 550g (55%) | total: 1000g,Best for Moka Pot
S-WIN-060,Winter,Seasonal Blend,Summit Winter Series,Bukit Barisan Dark Honey 60% | Java Ciwidey Medium Honey 25% | Aceh Gayo Dark Washed 15%,Dark,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Bukit Barisan dan Java Ciwidey dan Aceh Gayo. Diproses dengan metode Washed & Honey, menghadirkan profil rasa smoky caramel, dried apricot, macadamia yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Bukit Barisan (Dark / Honey): 600g (60%) | Java Ciwidey (Medium / Honey): 250g (25%) | Aceh Gayo (Dark / Washed): 150g (15%) | total: 1000g,Ideal untuk Ristretto
S-WIN-061,Winter,Seasonal Blend,Ancient Winter Edition,Java Garut Medium Honey 40% | Java Temanggung Medium Washed 35% | Aceh Gayo Medium Wine 25%,Medium,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Java Garut dan Java Temanggung dan Aceh Gayo. Diproses dengan metode Washed & Honey, menghadirkan profil rasa hazelnut, caramel, honey yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Java Garut (Medium / Honey): 400g (40%) | Java Temanggung (Medium / Washed): 350g (35%) | Aceh Gayo (Medium / Wine): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-WIN-062,Winter,Seasonal Blend,Horizon Winter Story,Java Temanggung Medium WetHulled 40% | Bali Ulian Dark Anaerobic 35% | Java Sindoro Light WetHulled 25%,Medium,"Cocok dinikmati di malam dingin, blend dark ini memadukan biji-biji terbaik dari Java Temanggung dan Bali Ulian dan Java Sindoro. Diproses dengan metode WetHulled & Anaerobic, menghadirkan profil rasa herb, smoke, dark rum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Temanggung (Medium / WetHulled): 400g (40%) | Bali Ulian (Dark / Anaerobic): 350g (35%) | Java Sindoro (Light / WetHulled): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-063,Winter,Seasonal Blend,Dawn Winter Series,Bukit Barisan Dark Wine 65% | Aceh Gayo Medium Honey 35%,Dark,"Rasa tebal dan mengenyangkan, blend bold ini memadukan biji-biji terbaik dari Bukit Barisan dan Aceh Gayo. Diproses dengan metode Wine & Honey, menghadirkan profil rasa dried apricot, dark espresso, tobacco yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Bukit Barisan (Dark / Wine): 650g (65%) | Aceh Gayo (Medium / Honey): 350g (35%) | total: 1000g,Best for Espresso
S-WIN-064,Winter,Seasonal Blend,Volcano Winter Series,Gunung Halu Light WetHulled 45% | Mandheling Dark SemiWashed 55%,Medium,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Gunung Halu dan Mandheling. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa herb, dark caramel, cedar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Gunung Halu (Light / WetHulled): 450g (45%) | Mandheling (Dark / SemiWashed): 550g (55%) | total: 1000g,Best for Moka Pot
S-WIN-065,Winter,Seasonal Blend,Equator Winter Journey,Toraja Sapan Medium SemiWashed 45% | Java Sindoro Medium Washed 35% | Bali Ulian Medium Honey 20%,Medium,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Sindoro dan Bali Ulian. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa almond, honey, milk chocolate yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Toraja Sapan (Medium / SemiWashed): 450g (45%) | Java Sindoro (Medium / Washed): 350g (35%) | Bali Ulian (Medium / Honey): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-WIN-066,Winter,Seasonal Blend,Ritual Winter Series,Papua Dogiyai Medium Anaerobic 65% | Wanoja Kamojang Light Honey 35%,Light,"Menemani hari hujan dengan sempurna, blend warming ini memadukan biji-biji terbaik dari Papua Dogiyai dan Wanoja Kamojang. Diproses dengan metode Honey & Anaerobic, menghadirkan profil rasa apricot, cacao nib, nectarine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Papua Dogiyai (Medium / Anaerobic): 650g (65%) | Wanoja Kamojang (Light / Honey): 350g (35%) | total: 1000g,Pour Over Recommended
S-WIN-067,Winter,Seasonal Blend,Archipelago Winter Signature,Flores Bajawa Dark WetHulled 70% | Java Temanggung Light Honey 30%,Medium,"Blend musim dingin yang menghangatkan jiwa, blend spiced ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Temanggung. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa honeysuckle, pear, dark tobacco yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Flores Bajawa (Dark / WetHulled): 700g (70%) | Java Temanggung (Light / Honey): 300g (30%) | total: 1000g,Best for Moka Pot
S-WIN-068,Winter,Seasonal Blend,Twilight Winter Journey,Dampit Malang Dark Wine 65% | Java Ijen Raung Medium Honey 35%,Dark,"Blend musim dingin yang menghangatkan jiwa, blend warming ini memadukan biji-biji terbaik dari Dampit Malang dan Java Ijen Raung. Diproses dengan metode Wine & Honey, menghadirkan profil rasa macadamia, smoked plum, dark espresso yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Dampit Malang (Dark / Wine): 650g (65%) | Java Ijen Raung (Medium / Honey): 350g (35%) | total: 1000g,Cocok untuk Cold Brew
S-WIN-069,Winter,Seasonal Blend,Ancient Winter Story,Temanggung Medium Natural 60% | Java Ijen Raung Medium SemiWashed 40%,Medium,"Rasa tebal dan mengenyangkan, blend intense ini memadukan biji-biji terbaik dari Temanggung dan Java Ijen Raung. Diproses dengan metode SemiWashed & Natural, menghadirkan profil rasa milk caramel, molasses, dried fig yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Temanggung (Medium / Natural): 600g (60%) | Java Ijen Raung (Medium / SemiWashed): 400g (40%) | total: 1000g,Best for Moka Pot
S-WIN-070,Winter,Seasonal Blend,Nusantara Winter Ridge,Papua Wamena Light Washed 40% | Java Manglayang Dark Wine 60%,Medium,"Cocok dinikmati di malam dingin, blend bold ini memadukan biji-biji terbaik dari Papua Wamena dan Java Manglayang. Diproses dengan metode Washed & Wine, menghadirkan profil rasa citrus, tobacco, dark espresso yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Papua Wamena (Light / Washed): 400g (40%) | Java Manglayang (Dark / Wine): 600g (60%) | total: 1000g,Versatile for Espresso & Filter
S-WIN-071,Winter,Seasonal Blend,Harvest Winter Edition,Toraja Kalosi Light Natural 70% | Dampit Malang Dark SemiWashed 30%,Light,"Menemani hari hujan dengan sempurna, blend intense ini memadukan biji-biji terbaik dari Toraja Kalosi dan Dampit Malang. Diproses dengan metode SemiWashed & Natural, menghadirkan profil rasa walnut, strawberry, dark caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Toraja Kalosi (Light / Natural): 700g (70%) | Dampit Malang (Dark / SemiWashed): 300g (30%) | total: 1000g,Cocok untuk AeroPress
